emp_no,first_name,last_name,gender,birth_date,hire_date
35766,Huiqun,Massonet,M,1964-06-14,1988-01-30
35773,Dharmaraja,Hartvigsen,M,1961-12-20,1987-06-08
35922,Luisa,Marsiglia,M,1960-12-20,1989-09-02
35961,Kwok,McClurg,M,1961-01-28,1992-03-02
35987,Wuxu,Bala,M,1960-07-09,1990-12-01
35989,Dmitri,Crelier,F,1955-07-11,1987-08-20
35992,Akemi,Gadepally,M,1953-02-12,1998-02-24
36041,Hugo,Rodite,M,1963-10-04,1994-12-18
36066,Aruna,Poujol,M,1953-06-04,1997-01-30
36098,Hailing,Garnier,M,1958-06-13,1988-11-16
36100,Tomofumi,Bazzichi,M,1959-06-17,1985-02-22
36210,Franziska,Zhang,M,1963-11-21,1990-06-28
36215,Fabrizio,Pietracaprina,M,1959-09-17,1990-08-11
36269,Odysseas,Bale,M,1953-04-05,1988-01-07
36273,Halsur,Randi,M,1956-02-22,1993-01-18
36310,Manibrata,Anger,F,1956-06-07,1986-04-21
36401,Leif,Conte,M,1956-12-13,1990-03-17
36480,Armond,Pocchiola,M,1955-06-03,1992-03-05
36527,Kersti,Joslin,F,1962-09-17,1995-08-20
36555,Takahiro,Rothenberg,M,1953-07-31,1987-11-06
36571,Taegyun,Baar,M,1957-12-12,1991-05-03
36609,Sangeeta,Axelband,M,1957-12-03,1985-02-18
36659,Shir,Oppitz,F,1961-04-07,1994-06-14
36662,Dhritiman,Bennet,M,1958-04-07,1985-06-01
36670,Hyuckchul,Fiutem,M,1957-12-24,1997-04-02
36706,Florian,Camarinopoulos,M,1954-02-06,1991-08-20
36714,Morris,Pell,M,1956-09-30,1993-09-02
36796,Kellyn,Puoti,F,1959-07-09,1996-02-18
36845,Jasminko,Gulak,F,1954-12-09,1990-08-28
36861,Haldon,Luiz,M,1955-07-19,1995-07-28
36880,Dzung,Setlzner,M,1954-09-19,1986-11-02
36905,Branimir,Griswold,F,1959-12-29,1992-11-30
36913,Shahaf,Fordan,M,1958-06-22,1988-02-20
36929,Moni,Angelopoulos,M,1961-08-23,1988-03-30
36956,Ulises,Marciano,M,1954-09-11,1994-06-09
37085,Carrsten,Swift,F,1960-01-24,1991-08-18
37140,Danel,Quittner,M,1960-04-16,1997-02-26
37183,Sachar,Kilgour,M,1963-03-11,1987-10-08
37191,Elzbieta,Castellani,F,1964-10-21,1993-07-12
37195,Akeel,Spell,M,1957-02-10,1992-10-13
37217,Nathalie,Luit,M,1952-09-12,1986-01-05
37221,Vishv,Michaeli,F,1957-11-13,1987-05-08
37250,Chrisa,Argence,M,1962-04-04,1987-07-20
37300,Arun,Picel,M,1957-09-16,1997-05-01
37385,Mohan,Vesel,M,1958-11-25,1987-03-31
37419,Danil,Bahl,M,1962-05-15,1995-01-13
37475,Lein,Rando,M,1955-05-10,1990-05-07
37477,Byong,Babu,F,1963-01-22,1985-10-09
37672,Shin,Gronowski,M,1955-07-25,1987-07-09
37849,Jayesh,Maginnis,M,1954-06-22,1988-03-04
37878,Ayakannu,Dayang,M,1959-06-23,1993-04-06
37901,Subhankar,Ashish,F,1962-11-08,1997-09-05
37922,Martial,Maierhofer,M,1962-11-23,1986-03-22
37967,Piyawadee,Buchter,F,1959-07-16,1988-02-26
37977,Nahid,Scallan,F,1955-11-11,1985-05-31
37983,Georgy,Naudin,F,1957-01-10,1987-12-28
37998,Mori,Awdeh,M,1961-03-20,1988-05-20
38054,Fumiya,Ranon,F,1957-04-22,1996-10-02
38095,Soenke,Beetstra,F,1963-05-08,1985-09-24
38145,Nobuyoshi,Munos,M,1955-02-24,1985-09-01
38155,Anestis,Schwartzbauer,M,1961-09-21,1987-05-02
38165,Tsvetan,Alblas,F,1959-03-18,1987-12-01
38167,Wuxu,Eickenmeyer,M,1960-01-19,1989-05-31
38182,Rosita,Polupanov,M,1962-11-22,1994-03-22
38202,Fei,Papsdorf,F,1956-06-17,1994-09-07
38206,Ugo,Jeansoulin,F,1962-05-25,1986-01-15
